timestamp,ppg,acc_x,acc_y,acc_z,heart_rate_bpm,activity,participant_id,session_id
2024-03-01 10:00:00.000,1.106481614447478,0.05491810636654481,0.02223890594004928,9.821171552897475,67.88815957898827,resting,P010,S_PPG_001
2024-03-01 10:00:00.040,1.0895020922040082,-0.03417499844709342,0.03249810718070616,9.757164491985428,67.68972942943421,resting,P010,S_PPG_001
2024-03-01 10:00:00.080,1.2415972134712239,-0.007396530928067348,0.0037563100772372415,9.862518015000772,67.79609450464201,resting,P010,S_PPG_001
2024-03-01 10:00:00.120,1.2648589398097747,0.029796129444397797,0.03312780739431397,9.7670780954576,74.78048785303889,resting,P010,S_PPG_001
2024-03-01 10:00:00.160,1.3404887552798213,-0.09937890485394159,-0.0037247258127225524,9.781024467598524,65.23483746526344,resting,P010,S_PPG_001
2024-03-01 10:00:00.200,1.3002340786352382,0.01878105467577241,-0.02893591925864702,9.773343997038978,72.03439975559414,resting,P010,S_PPG_001
2024-03-01 10:00:00.240,1.399933244186736,-0.028213422520805023,0.010868088436267647,9.776176748991116,64.82435044385052,resting,P010,S_PPG_001
2024-03-01 10:00:00.280,1.2934352741918762,-0.031608631412048616,-0.0066202797752762405,9.831279137316892,65.39106392743976,resting,P010,S_PPG_001
2024-03-01 10:00:00.320,1.209010279700104,-0.021279662582957992,0.04673822574552921,9.859881855298552,65.96300812641314,resting,P010,S_PPG_001
2024-03-01 10:00:00.360,1.1309769992070815,-0.02088075410133609,-0.05696954246180598,9.788618664516722,74.0516761437971,resting,P010,S_PPG_001
2024-03-01 10:00:00.400,1.0274152574479731,0.05899361439874537,0.04858642223155395,9.837808514573005,70.0020277713596,resting,P010,S_PPG_001
2024-03-01 10:00:00.440,1.0341960097472298,0.08690801842746049,-0.03215254432398731,9.794288617139534,66.7544161336914,resting,P010,S_PPG_001
2024-03-01 10:00:00.480,0.8500013545026127,0.07002180233238144,-0.06055261320812361,9.792575650040451,69.31134112952967,resting,P010,S_PPG_001
2024-03-01 10:00:00.520,0.8717462577767868,-0.0828163169092445,-0.008807793680476928,9.731853050038298,65.39316893640672,resting,P010,S_PPG_001
2024-03-01 10:00:00.560,0.7490919806394183,0.010981510380492332,0.03528008755863348,9.821665126783962,64.46912360057301,resting,P010,S_PPG_001
2024-03-01 10:00:00.600,0.7629248000668535,-0.037810972299593064,0.07714917421845356,9.85217203935608,68.7221651690963,resting,P010,S_PPG_001
2024-03-01 10:00:00.640,0.7804286957117355,0.01752777979348396,-0.04727170451715052,9.829096214939497,70.1092250843226,resting,P010,S_PPG_001
2024-03-01 10:00:00.680,0.8204019562205682,-0.0796308816876033,0.03862274126082972,9.750453074017322,68.44737059876766,resting,P010,S_PPG_001
2024-03-01 10:00:00.720,0.8551745789629376,0.03580161097721001,0.04643603040466221,9.803978816070826,68.61770174457222,resting,P010,S_PPG_001
2024-03-01 10:00:00.760,0.9204970022225406,0.032880629081509176,0.022671070924627182,9.796625557258992,65.9134821593818,resting,P010,S_PPG_001
2024-03-01 10:00:00.800,0.880664622062017,-0.017463872276306792,0.06613105499667403,9.801434988084047,69.63090157436378,resting,P010,S_PPG_001
2024-03-01 10:00:00.840,1.0220128940162367,0.03593755547815895,0.03501626595563935,9.767380535200076,72.95396157741182,resting,P010,S_PPG_001
2024-03-01 10:00:00.880,1.1449281597652816,0.06275664099305925,-0.04129287793134348,9.807270759215744,68.1725668555327,resting,P010,S_PPG_001
2024-03-01 10:00:00.920,1.2027802952398003,0.010872388329517556,0.12697988047990852,9.797384024295553,67.0247061156537,resting,P010,S_PPG_001
2024-03-01 10:00:00.960,1.2887713079272904,0.026183211540493204,-0.003933265241470569,9.774147658412362,69.00197857573252,resting,P010,S_PPG_001
2024-03-01 10:00:01.000,1.3139974455287309,0.011139006712844027,-0.04581007941698584,9.74309144019572,70.9196301707679,resting,P010,S_PPG_001
2024-03-01 10:00:01.040,1.303312080595284,0.11409959902310891,-0.009918383006338091,9.806454164548239,70.52778445753506,resting,P010,S_PPG_001
2024-03-01 10:00:01.080,1.3461542737602037,0.023090030704452674,0.013006549404804469,9.79689437267651,63.82158236413754,resting,P010,S_PPG_001
2024-03-01 10:00:01.120,1.2502960750519294,-0.05094181824925101,0.018033759579163432,9.82825458982246,71.1109342624732,resting,P010,S_PPG_001
2024-03-01 10:00:01.160,1.2760400159116616,-0.029608196954018968,-0.017067677617931997,9.786003342115459,68.86998479433298,resting,P010,S_PPG_001
2024-03-01 10:00:01.200,1.1055734549238296,0.0005439285466944712,-0.02247250809190756,9.765337929541637,65.93766220544612,resting,P010,S_PPG_001
2024-03-01 10:00:01.240,1.1248287647412398,-0.06699273075392191,0.019816839220440627,9.80194412297075,70.09171243552481,resting,P010,S_PPG_001
2024-03-01 10:00:01.280,0.9519131662064906,-0.01566486881298447,0.0587468874199216,9.784938783525941,64.15993492012227,resting,P010,S_PPG_001
2024-03-01 10:00:01.320,0.807476845038462,0.03425681320243187,0.04636616456511322,9.777280121250815,68.6094921975941,resting,P010,S_PPG_001
2024-03-01 10:00:01.360,0.8739243402587581,-0.1076514884447706,-0.02289925788127857,9.822248992694922,60.429954077218724,resting,P010,S_PPG_001
2024-03-01 10:00:01.400,0.7316684719732839,0.009929183168240204,0.052832495220212286,9.81188188726468,66.13439150068538,resting,P010,S_PPG_001
2024-03-01 10:00:01.440,0.6129108587875098,0.08974353406319002,-0.013973390914799348,9.792975934057873,69.91484647244633,resting,P010,S_PPG_001
2024-03-01 10:00:01.480,0.7301240383424586,0.03430699829787459,0.028844317953510425,9.785795896921137,64.30365466233238,resting,P010,S_PPG_001
2024-03-01 10:00:01.520,0.8268472403180617,-0.03397828445420972,0.07331538260384025,9.740096045937438,67.08131973432099,resting,P010,S_PPG_001
2024-03-01 10:00:01.560,0.7705028519050984,0.01866748419120341,-0.055986992784755496,9.840386136812656,64.61142109751763,resting,P010,S_PPG_001
2024-03-01 10:00:01.600,0.878032546773685,-0.08669732787454103,0.09691502425768417,9.79667148044864,69.98549304798034,resting,P010,S_PPG_001
2024-03-01 10:00:01.640,0.9993404959758413,0.04521162042856567,0.03359289228330061,9.795578903903849,69.79777130017698,resting,P010,S_PPG_001
2024-03-01 10:00:01.680,1.126100011341604,0.024723008188064517,-0.009958904396730282,9.831740590621411,68.99015288309252,resting,P010,S_PPG_001
2024-03-01 10:00:01.720,1.2622849707611183,-0.0345065796649625,-0.0009270376037192676,9.839017879148907,68.28249033233043,resting,P010,S_PPG_001
2024-03-01 10:00:01.760,1.2026396701243878,-0.017351552139877508,0.09860555584481681,9.799710544549583,73.22675935469046,resting,P010,S_PPG_001
2024-03-01 10:00:01.800,1.2990834155895579,-0.0357951642140459,0.031295883564972475,9.798687655864374,67.62005989398426,resting,P010,S_PPG_001
2024-03-01 10:00:01.840,1.3565651970653785,0.0656774565551381,0.017250252839776808,9.782661532195874,58.91359065219552,resting,P010,S_PPG_001
2024-03-01 10:00:01.880,1.3018480204365155,-0.04314518898320453,-0.031028518174381348,9.81599813998043,66.11444357624131,resting,P010,S_PPG_001
2024-03-01 10:00:01.920,1.3689111276769046,0.010252184906681328,-0.05919845451893634,9.77979331116189,62.27069825819876,resting,P010,S_PPG_001
2024-03-01 10:00:01.960,1.243839242414533,-0.03311737783151033,0.08589362702132676,9.792329059546393,64.34088073176166,resting,P010,S_PPG_001
2024-03-01 10:00:02.000,1.2226073747947865,-0.09756139561315069,0.012628337167917246,9.783399445698011,63.701825010238956,resting,P010,S_PPG_001
2024-03-01 10:00:02.040,1.0770826991829265,-0.09965880730217486,0.0027482532554618413,9.736460764601905,63.9805913018067,resting,P010,S_PPG_001
2024-03-01 10:00:02.080,1.0005385044239112,0.017211992606043135,-0.06267348558351633,9.803846476255162,70.87190864728478,resting,P010,S_PPG_001
2024-03-01 10:00:02.120,0.9795739021566647,0.007159621347285103,0.06611975367055987,9.723373372992377,68.55518742132891,resting,P010,S_PPG_001
2024-03-01 10:00:02.160,0.8551031470794234,0.004607226199833184,0.026700624425570585,9.823251266652225,63.186179657126026,resting,P010,S_PPG_001
2024-03-01 10:00:02.200,0.8644567087346419,-0.07945109959697275,0.02932402982215085,9.772970596929216,71.69489395004908,resting,P010,S_PPG_001
2024-03-01 10:00:02.240,0.7537030416247135,-0.029675935910898885,0.02635964105425355,9.81939182337799,69.59597792118228,resting,P010,S_PPG_001
2024-03-01 10:00:02.280,0.6969836425495801,0.08980506394188487,-0.010646657123270682,9.772979040430632,66.0370536477914,resting,P010,S_PPG_001
2024-03-01 10:00:02.320,0.7849734605707063,-0.00556617947104642,-0.01658589557366353,9.846456329323216,64.6572049772463,resting,P010,S_PPG_001
2024-03-01 10:00:02.360,0.7580049031948481,-0.12455691620477001,0.02572075864598762,9.783552627516373,65.4883939390692,resting,P010,S_PPG_001
2024-03-01 10:00:02.400,0.8229737153100655,0.033289908979668534,-0.026854354967732075,9.760969052359414,69.00264071402908,resting,P010,S_PPG_001
2024-03-01 10:00:02.440,1.0334150240830002,-0.00039057161106961677,-0.03621621855910197,9.797121649970242,68.251880995585,resting,P010,S_PPG_001
2024-03-01 10:00:02.480,1.0146046809103748,-0.0811638084320069,-0.07209147287777821,9.738744727251795,67.97975832554341,resting,P010,S_PPG_001
2024-03-01 10:00:02.520,1.0466631718590351,0.0016677802376393758,-0.01770762933021354,9.811586943022826,66.41926729529531,resting,P010,S_PPG_001
2024-03-01 10:00:02.560,1.264255984234389,0.03514233383232145,0.08456241001706499,9.819431089447788,70.10375552944505,resting,P010,S_PPG_001
2024-03-01 10:00:02.600,1.2193609137447328,0.0487136815110994,0.009561206331169478,9.797663873349586,68.53120843753771,resting,P010,S_PPG_001
2024-03-01 10:00:02.640,1.311920687702504,-0.030366126586697934,-0.050420092481019585,9.767048893750003,70.0716369619472,resting,P010,S_PPG_001
2024-03-01 10:00:02.680,1.3378163521920914,-0.06838982672568682,-0.03255498423640353,9.827781747970748,70.75485470068473,resting,P010,S_PPG_001
2024-03-01 10:00:02.720,1.3674092177455746,0.012011699820849885,-0.03063644999395386,9.77310526039691,69.72018627581173,resting,P010,S_PPG_001
2024-03-01 10:00:02.760,1.333625432944036,0.00907296103403536,0.08098241406701083,9.768577540601347,71.46104938353479,resting,P010,S_PPG_001
2024-03-01 10:00:02.800,1.2929444192076058,0.018967622004435136,-0.05782582899126906,9.780115679076586,75.45827419572117,resting,P010,S_PPG_001
2024-03-01 10:00:02.840,1.2618986730724842,0.07372619729952344,0.0055436057386036896,9.829005692676908,68.67462867271753,resting,P010,S_PPG_001
2024-03-01 10:00:02.880,1.083104348554061,0.012589768617778115,-0.04217478333937971,9.8307281736561,69.02978951452513,resting,P010,S_PPG_001
2024-03-01 10:00:02.920,1.1195259618142173,0.08950828479099598,0.01883701764558367,9.760589049669706,69.4623670859015,resting,P010,S_PPG_001
2024-03-01 10:00:02.960,0.8864734960014417,0.044493659720814316,0.08755593874928128,9.797252139243968,67.71964517232604,resting,P010,S_PPG_001
2024-03-01 10:00:03.000,0.8230542618435037,0.008525209690240716,-0.029482804354984078,9.751500880151493,68.50794856642476,resting,P010,S_PPG_001
2024-03-01 10:00:03.040,0.7788897149049128,0.014299110907900448,-0.05799076928930508,9.807851941539488,68.70650528560721,resting,P010,S_PPG_001
2024-03-01 10:00:03.080,0.7685378427819566,0.057755030552618936,0.021268150276178413,9.775625672528609,65.9847445653686,resting,P010,S_PPG_001
2024-03-01 10:00:03.120,0.785781048049511,0.048733145401020674,0.12287338154463615,9.845833614294271,73.93285408097299,resting,P010,S_PPG_001
2024-03-01 10:00:03.160,0.7610071324335745,-0.10305538737303235,0.005649912301436855,9.80575469153676,66.94773939774396,resting,P010,S_PPG_001
2024-03-01 10:00:03.200,0.7863756499054049,0.017176630042838585,-0.008431027106987815,9.783847665900476,64.02726926202364,resting,P010,S_PPG_001
2024-03-01 10:00:03.240,0.789958424003724,-0.07157296423751061,-0.040116462889063884,9.77947295184072,67.32408726842088,resting,P010,S_PPG_001
2024-03-01 10:00:03.280,0.8950984689364836,0.0319074748358436,-0.0720682509781694,9.763233603754253,68.49108283197465,resting,P010,S_PPG_001
2024-03-01 10:00:03.320,0.968227260623889,-0.06596744489219086,-0.057452717481803466,9.778979133890982,68.99228796339725,resting,P010,S_PPG_001
2024-03-01 10:00:03.360,1.1036919198951316,-0.018894273271344464,-0.02536405816980013,9.808143584556918,68.67352169778935,resting,P010,S_PPG_001
2024-03-01 10:00:03.400,1.2572331017885705,-0.03606842193005936,0.02213121097814523,9.784166467444562,69.13049653587338,resting,P010,S_PPG_001
2024-03-01 10:00:03.440,1.4078645516439605,0.08195052530016604,-0.013293710163895665,9.728076099178159,66.66778392348832,resting,P010,S_PPG_001
2024-03-01 10:00:03.480,1.2888629726586383,-0.07406000553209487,0.030086627101360137,9.816268129334201,71.11139114770046,resting,P010,S_PPG_001
2024-03-01 10:00:03.520,1.3403079756622378,-0.004046553985112127,0.03520084825513854,9.830977904510972,69.74503361876617,resting,P010,S_PPG_001
2024-03-01 10:00:03.560,1.3318460199094435,-0.07677787103051774,-0.05281127410862631,9.833563652643898,66.25927430248201,resting,P010,S_PPG_001
2024-03-01 10:00:03.600,1.3531359149125533,0.03127665293857818,0.032302931707791256,9.800593366734466,63.63028803143756,resting,P010,S_PPG_001
2024-03-01 10:00:03.640,1.2337888660140393,-0.009711902380592516,0.007119396760472707,9.810094322827945,70.52605151476929,resting,P010,S_PPG_001
2024-03-01 10:00:03.680,1.231726036963967,-0.03415269407270995,0.05250375261117951,9.789059097170945,65.16063557251921,resting,P010,S_PPG_001
2024-03-01 10:00:03.720,1.1330750258394569,0.01578351760290547,0.02037127627254279,9.832205525426243,67.65488568475593,resting,P010,S_PPG_001
2024-03-01 10:00:03.760,1.0071810863091646,0.0019958848436170485,-0.016997854857423767,9.79341329627232,70.44390611998514,resting,P010,S_PPG_001
2024-03-01 10:00:03.800,0.9571294297973221,0.030300000440916186,-0.02556286165114964,9.794272163702372,73.1352107901076,resting,P010,S_PPG_001
2024-03-01 10:00:03.840,0.7898571741980115,0.06630228544125545,-0.06598450019635678,9.80461639674231,67.1536444449852,resting,P010,S_PPG_001
2024-03-01 10:00:03.880,0.8104319294882214,0.03805105295404517,0.010958531229450216,9.787972710491225,58.61320209525487,resting,P010,S_PPG_001
